gameId|devId|lastUpdate
330|170|E'2020-11-29 20:59:43'
331|321|E'2020-11-29 20:59:43'
332|332|E'2020-11-29 20:59:43'
333|333|E'2020-11-29 20:59:43'
334|334|E'2020-11-29 20:59:43'
335|73|E'2020-11-29 20:59:43'
336|77|E'2020-11-29 20:59:43'
337|78|E'2020-11-29 20:59:43'
338|338|E'2020-11-29 20:59:43'
339|254|E'2020-11-29 20:59:43'
340|31|E'2020-11-29 20:59:43'
341|181|E'2020-11-29 20:59:43'
342|11|E'2020-11-29 20:59:43'
343|343|E'2020-11-29 20:59:43'
344|48|E'2020-11-29 20:59:43'
345|11|E'2020-11-29 20:59:43'
346|144|E'2020-11-29 20:59:43'
347|130|E'2020-11-29 20:59:43'
348|73|E'2020-11-29 20:59:43'
349|32|E'2020-11-29 20:59:43'
350|92|E'2020-11-29 20:59:43'
351|351|E'2020-11-29 20:59:43'
352|45|E'2020-11-29 20:59:43'
353|353|E'2020-11-29 20:59:43'
354|78|E'2020-11-29 20:59:43'
355|101|E'2020-11-29 20:59:43'
356|34|E'2020-11-29 20:59:43'
357|120|E'2020-11-29 20:59:43'
358|358|E'2020-11-29 20:59:43'
359|130|E'2020-11-29 20:59:43'
360|77|E'2020-11-29 20:59:43'
361|82|E'2020-11-29 20:59:43'
362|362|E'2020-11-29 20:59:43'
363|248|E'2020-11-29 20:59:43'
364|130|E'2020-11-29 20:59:43'
365|31|E'2020-11-29 20:59:43'
366|366|E'2020-11-29 20:59:43'
367|281|E'2020-11-29 20:59:43'
368|11|E'2020-11-29 20:59:43'
369|112|E'2020-11-29 20:59:43'
370|153|E'2020-11-29 20:59:43'
371|15|E'2020-11-29 20:59:43'
372|198|E'2020-11-29 20:59:43'
373|34|E'2020-11-29 20:59:43'
374|55|E'2020-11-29 20:59:43'
375|31|E'2020-11-29 20:59:43'
376|376|E'2020-11-29 20:59:43'
377|240|E'2020-11-29 20:59:43'
378|241|E'2020-11-29 20:59:43'
379|201|E'2020-11-29 20:59:43'
380|181|E'2020-11-29 20:59:43'
381|78|E'2020-11-29 20:59:43'
382|92|E'2020-11-29 20:59:43'
383|383|E'2020-11-29 20:59:43'
384|254|E'2020-11-29 20:59:43'
385|14|E'2020-11-29 20:59:43'
386|129|E'2020-11-29 20:59:43'
387|387|E'2020-11-29 20:59:43'
388|14|E'2020-11-29 20:59:43'
389|389|E'2020-11-29 20:59:43'
390|298|E'2020-11-29 20:59:43'
391|391|E'2020-11-29 20:59:43'
392|43|E'2020-11-29 20:59:43'
393|14|E'2020-11-29 20:59:43'
394|57|E'2020-11-29 20:59:43'
395|14|E'2020-11-29 20:59:43'
396|396|E'2020-11-29 20:59:43'
397|73|E'2020-11-29 20:59:43'
398|398|E'2020-11-29 20:59:43'
399|38|E'2020-11-29 20:59:43'
400|14|E'2020-11-29 20:59:43'
401|376|E'2020-11-29 20:59:43'
402|201|E'2020-11-29 20:59:43'
403|323|E'2020-11-29 20:59:43'
404|245|E'2020-11-29 20:59:43'
405|78|E'2020-11-29 20:59:43'
406|406|E'2020-11-29 20:59:43'
407|28|E'2020-11-29 20:59:43'
408|408|E'2020-11-29 20:59:43'
409|409|E'2020-11-29 20:59:43'
410|410|E'2020-11-29 20:59:43'
411|411|E'2020-11-29 20:59:43'
412|412|E'2020-11-29 20:59:43'
413|413|E'2020-11-29 20:59:43'
414|414|E'2020-11-29 20:59:43'
415|415|E'2020-11-29 20:59:43'
416|411|E'2020-11-29 20:59:43'
417|284|E'2020-11-29 20:59:43'
418|418|E'2020-11-29 20:59:43'
419|107|E'2020-11-29 20:59:43'
420|420|E'2020-11-29 20:59:43'
421|421|E'2020-11-29 20:59:43'
422|73|E'2020-11-29 20:59:43'
423|376|E'2020-11-29 20:59:43'
424|21|E'2020-11-29 20:59:43'
425|425|E'2020-11-29 20:59:43'
426|130|E'2020-11-29 20:59:43'
427|427|E'2020-11-29 20:59:43'
428|64|E'2020-11-29 20:59:43'
429|118|E'2020-11-29 20:59:43'
430|195|E'2020-11-29 20:59:43'
431|376|E'2020-11-29 20:59:43'
432|82|E'2020-11-29 20:59:43'
433|433|E'2020-11-29 20:59:43'
434|78|E'2020-11-29 20:59:43'
435|14|E'2020-11-29 20:59:43'
436|436|E'2020-11-29 20:59:43'
437|173|E'2020-11-29 20:59:43'
438|130|E'2020-11-29 20:59:43'
439|35|E'2020-11-29 20:59:43'
440|440|E'2020-11-29 20:59:43'
441|159|E'2020-11-29 20:59:43'
442|245|E'2020-11-29 20:59:43'
443|443|E'2020-11-29 20:59:43'
444|241|E'2020-11-29 20:59:43'
445|25|E'2020-11-29 20:59:43'
446|12|E'2020-11-29 20:59:43'
447|173|E'2020-11-29 20:59:43'
448|448|E'2020-11-29 20:59:43'
449|333|E'2020-11-29 20:59:43'
450|32|E'2020-11-29 20:59:43'
451|451|E'2020-11-29 20:59:43'
452|61|E'2020-11-29 20:59:43'
453|453|E'2020-11-29 20:59:43'
454|11|E'2020-11-29 20:59:43'
455|455|E'2020-11-29 20:59:43'
456|323|E'2020-11-29 20:59:43'
457|457|E'2020-11-29 20:59:43'
458|458|E'2020-11-29 20:59:43'
459|10|E'2020-11-29 20:59:43'
460|73|E'2020-11-29 20:59:43'
461|107|E'2020-11-29 20:59:43'
462|144|E'2020-11-29 20:59:43'
463|420|E'2020-11-29 20:59:43'
464|14|E'2020-11-29 20:59:43'
465|465|E'2020-11-29 20:59:43'
466|90|E'2020-11-29 20:59:43'
467|467|E'2020-11-29 20:59:43'
468|62|E'2020-11-29 20:59:43'
469|469|E'2020-11-29 20:59:43'
470|470|E'2020-11-29 20:59:43'
471|471|E'2020-11-29 20:59:43'
472|12|E'2020-11-29 20:59:43'
473|473|E'2020-11-29 20:59:43'
474|28|E'2020-11-29 20:59:43'
475|107|E'2020-11-29 20:59:43'
476|398|E'2020-11-29 20:59:43'
477|477|E'2020-11-29 20:59:43'
478|478|E'2020-11-29 20:59:43'
479|11|E'2020-11-29 20:59:43'
480|480|E'2020-11-29 20:59:43'
481|481|E'2020-11-29 20:59:43'
482|271|E'2020-11-29 20:59:43'
483|130|E'2020-11-29 20:59:43'
484|81|E'2020-11-29 20:59:43'
485|12|E'2020-11-29 20:59:43'
486|486|E'2020-11-29 20:59:43'
487|120|E'2020-11-29 20:59:43'
488|448|E'2020-11-29 20:59:43'
489|489|E'2020-11-29 20:59:43'
490|455|E'2020-11-29 20:59:43'
491|298|E'2020-11-29 20:59:43'
492|183|E'2020-11-29 20:59:43'
493|173|E'2020-11-29 20:59:43'
494|31|E'2020-11-29 20:59:43'
495|495|E'2020-11-29 20:59:43'
496|414|E'2020-11-29 20:59:43'
497|77|E'2020-11-29 20:59:43'
498|498|E'2020-11-29 20:59:43'
499|1|E'2020-11-29 20:59:43'
500|22|E'2020-11-29 20:59:43'
501|55|E'2020-11-29 20:59:43'
502|1|E'2020-11-29 20:59:43'
503|414|E'2020-11-29 20:59:43'
504|504|E'2020-11-29 20:59:43'
505|1|E'2020-11-29 20:59:43'
506|42|E'2020-11-29 20:59:43'
507|507|E'2020-11-29 20:59:43'
508|508|E'2020-11-29 20:59:43'
509|509|E'2020-11-29 20:59:43'
510|107|E'2020-11-29 20:59:43'
511|508|E'2020-11-29 20:59:43'
512|512|E'2020-11-29 20:59:43'
513|513|E'2020-11-29 20:59:43'
514|52|E'2020-11-29 20:59:43'
515|515|E'2020-11-29 20:59:43'
516|189|E'2020-11-29 20:59:43'
517|517|E'2020-11-29 20:59:43'
518|334|E'2020-11-29 20:59:43'
519|519|E'2020-11-29 20:59:43'
520|334|E'2020-11-29 20:59:43'
521|521|E'2020-11-29 20:59:43'
522|14|E'2020-11-29 20:59:43'
523|11|E'2020-11-29 20:59:43'
524|42|E'2020-11-29 20:59:43'
525|525|E'2020-11-29 20:59:43'
526|14|E'2020-11-29 20:59:43'
527|508|E'2020-11-29 20:59:43'
528|528|E'2020-11-29 20:59:43'
529|14|E'2020-11-29 20:59:43'
530|530|E'2020-11-29 20:59:43'
531|107|E'2020-11-29 20:59:43'
532|30|E'2020-11-29 20:59:43'
533|15|E'2020-11-29 20:59:43'
534|530|E'2020-11-29 20:59:43'
535|42|E'2020-11-29 20:59:43'
536|536|E'2020-11-29 20:59:43'
537|537|E'2020-11-29 20:59:43'
538|78|E'2020-11-29 20:59:43'
539|246|E'2020-11-29 20:59:43'
540|38|E'2020-11-29 20:59:43'
541|332|E'2020-11-29 20:59:43'
542|410|E'2020-11-29 20:59:43'
543|543|E'2020-11-29 20:59:43'
544|189|E'2020-11-29 20:59:43'
545|43|E'2020-11-29 20:59:43'
546|208|E'2020-11-29 20:59:43'
547|62|E'2020-11-29 20:59:43'
548|181|E'2020-11-29 20:59:43'
549|549|E'2020-11-29 20:59:43'
550|509|E'2020-11-29 20:59:43'
551|398|E'2020-11-29 20:59:43'
552|14|E'2020-11-29 20:59:43'
553|11|E'2020-11-29 20:59:43'
554|554|E'2020-11-29 20:59:43'
555|555|E'2020-11-29 20:59:43'
556|556|E'2020-11-29 20:59:43'
557|557|E'2020-11-29 20:59:43'
558|248|E'2020-11-29 20:59:43'
559|559|E'2020-11-29 20:59:43'
560|81|E'2020-11-29 20:59:43'
561|129|E'2020-11-29 20:59:43'
562|515|E'2020-11-29 20:59:43'
563|42|E'2020-11-29 20:59:43'
564|55|E'2020-11-29 20:59:43'
565|398|E'2020-11-29 20:59:43'
566|566|E'2020-11-29 20:59:43'
567|567|E'2020-11-29 20:59:43'
568|568|E'2020-11-29 20:59:43'
569|107|E'2020-11-29 20:59:43'
570|570|E'2020-11-29 20:59:43'
571|14|E'2020-11-29 20:59:43'
572|9|E'2020-11-29 20:59:43'
573|92|E'2020-11-29 20:59:43'
574|238|E'2020-11-29 20:59:43'
575|575|E'2020-11-29 20:59:43'
576|576|E'2020-11-29 20:59:43'
577|143|E'2020-11-29 20:59:43'
578|12|E'2020-11-29 20:59:43'
579|579|E'2020-11-29 20:59:43'
580|580|E'2020-11-29 20:59:43'
581|290|E'2020-11-29 20:59:43'
582|42|E'2020-11-29 20:59:43'
583|323|E'2020-11-29 20:59:43'
584|43|E'2020-11-29 20:59:43'
585|585|E'2020-11-29 20:59:43'
586|21|E'2020-11-29 20:59:43'
587|27|E'2020-11-29 20:59:43'
588|11|E'2020-11-29 20:59:43'
589|90|E'2020-11-29 20:59:43'
590|590|E'2020-11-29 20:59:43'
591|591|E'2020-11-29 20:59:43'
592|592|E'2020-11-29 20:59:43'
593|593|E'2020-11-29 20:59:43'
594|90|E'2020-11-29 20:59:43'
595|595|E'2020-11-29 20:59:43'
596|596|E'2020-11-29 20:59:43'
597|440|E'2020-11-29 20:59:43'
598|92|E'2020-11-29 20:59:43'
599|290|E'2020-11-29 20:59:43'
600|343|E'2020-11-29 20:59:43'
601|601|E'2020-11-29 20:59:43'
602|602|E'2020-11-29 20:59:43'
603|107|E'2020-11-29 20:59:43'
604|604|E'2020-11-29 20:59:43'
605|605|E'2020-11-29 20:59:43'
606|14|E'2020-11-29 20:59:43'
607|607|E'2020-11-29 20:59:43'
608|107|E'2020-11-29 20:59:43'
609|107|E'2020-11-29 20:59:43'
610|610|E'2020-11-29 20:59:43'
611|90|E'2020-11-29 20:59:43'
612|612|E'2020-11-29 20:59:43'
613|92|E'2020-11-29 20:59:43'
614|614|E'2020-11-29 20:59:43'
615|615|E'2020-11-29 20:59:43'
616|248|E'2020-11-29 20:59:43'
617|238|E'2020-11-29 20:59:43'
618|112|E'2020-11-29 20:59:43'
619|143|E'2020-11-29 20:59:43'
620|620|E'2020-11-29 20:59:43'
621|621|E'2020-11-29 20:59:43'
622|622|E'2020-11-29 20:59:43'
623|81|E'2020-11-29 20:59:43'
624|624|E'2020-11-29 20:59:43'
625|625|E'2020-11-29 20:59:43'
626|248|E'2020-11-29 20:59:43'
627|12|E'2020-11-29 20:59:43'
628|628|E'2020-11-29 20:59:43'
629|629|E'2020-11-29 20:59:43'
630|630|E'2020-11-29 20:59:43'
631|631|E'2020-11-29 20:59:43'
632|48|E'2020-11-29 20:59:43'
633|81|E'2020-11-29 20:59:43'
634|245|E'2020-11-29 20:59:43'
635|189|E'2020-11-29 20:59:43'
636|604|E'2020-11-29 20:59:43'
637|610|E'2020-11-29 20:59:43'
638|638|E'2020-11-29 20:59:43'
639|604|E'2020-11-29 20:59:43'
640|640|E'2020-11-29 20:59:43'
641|398|E'2020-11-29 20:59:43'
642|642|E'2020-11-29 20:59:43'
643|643|E'2020-11-29 20:59:43'
644|644|E'2020-11-29 20:59:43'
645|645|E'2020-11-29 20:59:43'
646|238|E'2020-11-29 20:59:43'
647|647|E'2020-11-29 20:59:43'
648|480|E'2020-11-29 20:59:43'
649|31|E'2020-11-29 20:59:43'
650|650|E'2020-11-29 20:59:43'
651|208|E'2020-11-29 20:59:43'
652|652|E'2020-11-29 20:59:43'
653|653|E'2020-11-29 20:59:43'
654|536|E'2020-11-29 20:59:43'
655|655|E'2020-11-29 20:59:43'
656|90|E'2020-11-29 20:59:43'
657|657|E'2020-11-29 20:59:43'
658|579|E'2020-11-29 20:59:43'
659|659|E'2020-11-29 20:59:43'
660|343|E'2020-11-29 20:59:43'
661|323|E'2020-11-29 20:59:43'
662|90|E'2020-11-29 20:59:43'
663|663|E'2020-11-29 20:59:43'
664|92|E'2020-11-29 20:59:43'
665|284|E'2020-11-29 20:59:43'
666|92|E'2020-11-29 20:59:43'
667|107|E'2020-11-29 20:59:43'
668|252|E'2020-11-29 20:59:43'
669|669|E'2020-11-29 20:59:43'
670|42|E'2020-11-29 20:59:43'
671|250|E'2020-11-29 20:59:43'
672|181|E'2020-11-29 20:59:43'
673|90|E'2020-11-29 20:59:43'
674|61|E'2020-11-29 20:59:43'
675|675|E'2020-11-29 20:59:43'
676|676|E'2020-11-29 20:59:43'
677|677|E'2020-11-29 20:59:43'
678|678|E'2020-11-29 20:59:43'
679|245|E'2020-11-29 20:59:43'
680|1|E'2020-11-29 20:59:43'
681|681|E'2020-11-29 20:59:43'
682|682|E'2020-11-29 20:59:43'
683|90|E'2020-11-29 20:59:43'
684|181|E'2020-11-29 20:59:43'
685|323|E'2020-11-29 20:59:43'
686|686|E'2020-11-29 20:59:43'
687|323|E'2020-11-29 20:59:43'
688|288|E'2020-11-29 20:59:43'
689|107|E'2020-11-29 20:59:43'
690|690|E'2020-11-29 20:59:43'
691|252|E'2020-11-29 20:59:43'
692|252|E'2020-11-29 20:59:43'
693|693|E'2020-11-29 20:59:43'
694|240|E'2020-11-29 20:59:43'
695|695|E'2020-11-29 20:59:43'
696|696|E'2020-11-29 20:59:43'
697|159|E'2020-11-29 20:59:43'
698|12|E'2020-11-29 20:59:43'
