userId|gameId|lastUpdate
8|1868|'2020-11-29 21:28:14'
8|509|'2020-11-29 21:28:14'
8|2419|'2020-11-29 21:28:14'
8|4015|'2020-11-29 21:28:14'
8|3434|'2020-11-29 21:28:14'
8|1897|'2020-11-29 21:28:14'
8|1899|'2020-11-29 21:28:14'
9|3752|'2020-11-29 21:28:14'
9|2880|'2020-11-29 21:28:14'
9|3814|'2020-11-29 21:28:14'
9|3841|'2020-11-29 21:28:14'
9|1212|'2020-11-29 21:28:14'
9|72|'2020-11-29 21:28:14'
9|3451|'2020-11-29 21:28:14'
9|3200|'2020-11-29 21:28:14'
9|528|'2020-11-29 21:28:14'
9|3087|'2020-11-29 21:28:14'
9|618|'2020-11-29 21:28:14'
9|2856|'2020-11-29 21:28:14'
9|1524|'2020-11-29 21:28:14'
9|3693|'2020-11-29 21:28:14'
9|3546|'2020-11-29 21:28:14'
9|2235|'2020-11-29 21:28:14'
9|2778|'2020-11-29 21:28:14'
9|2077|'2020-11-29 21:28:14'
9|1790|'2020-11-29 21:28:14'
9|3319|'2020-11-29 21:28:14'
9|3931|'2020-11-29 21:28:14'
9|3930|'2020-11-29 21:28:14'
9|405|'2020-11-29 21:28:14'
9|107|'2020-11-29 21:28:14'
9|2053|'2020-11-29 21:28:14'
9|2760|'2020-11-29 21:28:14'
9|2560|'2020-11-29 21:28:14'
9|2995|'2020-11-29 21:28:14'
9|1817|'2020-11-29 21:28:14'
9|1806|'2020-11-29 21:28:14'
10|1563|'2020-11-29 21:28:14'
10|3563|'2020-11-29 21:28:14'
10|788|'2020-11-29 21:28:14'
10|896|'2020-11-29 21:28:14'
10|3360|'2020-11-29 21:28:14'
10|3838|'2020-11-29 21:28:14'
10|3320|'2020-11-29 21:28:14'
10|3568|'2020-11-29 21:28:14'
10|3555|'2020-11-29 21:28:14'
10|1080|'2020-11-29 21:28:14'
10|3496|'2020-11-29 21:28:14'
10|3682|'2020-11-29 21:28:14'
10|1227|'2020-11-29 21:28:14'
10|1935|'2020-11-29 21:28:14'
10|2146|'2020-11-29 21:28:14'
10|748|'2020-11-29 21:28:14'
10|577|'2020-11-29 21:28:14'
10|3942|'2020-11-29 21:28:14'
10|3735|'2020-11-29 21:28:14'
10|1835|'2020-11-29 21:28:14'
10|2868|'2020-11-29 21:28:14'
10|1001|'2020-11-29 21:28:14'
10|996|'2020-11-29 21:28:14'
10|1247|'2020-11-29 21:28:14'
10|688|'2020-11-29 21:28:14'
10|2229|'2020-11-29 21:28:14'
10|3761|'2020-11-29 21:28:14'
10|1232|'2020-11-29 21:28:14'
10|236|'2020-11-29 21:28:14'
10|2465|'2020-11-29 21:28:14'
10|3848|'2020-11-29 21:28:14'
10|1259|'2020-11-29 21:28:14'
10|654|'2020-11-29 21:28:14'
10|1602|'2020-11-29 21:28:14'
10|2888|'2020-11-29 21:28:14'
10|2740|'2020-11-29 21:28:14'
10|1841|'2020-11-29 21:28:14'
10|1513|'2020-11-29 21:28:14'
10|2766|'2020-11-29 21:28:14'
10|40|'2020-11-29 21:28:14'
10|693|'2020-11-29 21:28:14'
10|1285|'2020-11-29 21:28:14'
10|2629|'2020-11-29 21:28:14'
10|2719|'2020-11-29 21:28:14'
10|1866|'2020-11-29 21:28:14'
10|326|'2020-11-29 21:28:14'
11|530|'2020-11-29 21:28:14'
11|292|'2020-11-29 21:28:14'
11|2443|'2020-11-29 21:28:14'
11|2962|'2020-11-29 21:28:14'
11|504|'2020-11-29 21:28:14'
11|3313|'2020-11-29 21:28:14'
11|2679|'2020-11-29 21:28:14'
11|136|'2020-11-29 21:28:14'
11|1555|'2020-11-29 21:28:14'
11|1282|'2020-11-29 21:28:14'
11|2662|'2020-11-29 21:28:14'
11|2376|'2020-11-29 21:28:14'
11|2783|'2020-11-29 21:28:14'
11|3525|'2020-11-29 21:28:14'
11|3704|'2020-11-29 21:28:14'
11|1494|'2020-11-29 21:28:14'
11|397|'2020-11-29 21:28:14'
11|2148|'2020-11-29 21:28:14'
11|2411|'2020-11-29 21:28:14'
11|4017|'2020-11-29 21:28:14'
11|1712|'2020-11-29 21:28:14'
11|2996|'2020-11-29 21:28:14'
11|2401|'2020-11-29 21:28:14'
11|3177|'2020-11-29 21:28:14'
11|2030|'2020-11-29 21:28:14'
11|3136|'2020-11-29 21:28:14'
11|1916|'2020-11-29 21:28:14'
11|3652|'2020-11-29 21:28:14'
11|2361|'2020-11-29 21:28:14'
11|1059|'2020-11-29 21:28:14'
11|3876|'2020-11-29 21:28:14'
11|3351|'2020-11-29 21:28:14'
11|1103|'2020-11-29 21:28:14'
11|3077|'2020-11-29 21:28:14'
11|3773|'2020-11-29 21:28:14'
11|3751|'2020-11-29 21:28:14'
11|2167|'2020-11-29 21:28:14'
11|1574|'2020-11-29 21:28:14'
11|1416|'2020-11-29 21:28:14'
11|2439|'2020-11-29 21:28:14'
11|2876|'2020-11-29 21:28:14'
11|2595|'2020-11-29 21:28:14'
11|357|'2020-11-29 21:28:14'
11|1319|'2020-11-29 21:28:14'
11|3011|'2020-11-29 21:28:14'
12|1310|'2020-11-29 21:28:14'
12|3765|'2020-11-29 21:28:14'
12|1477|'2020-11-29 21:28:14'
12|1857|'2020-11-29 21:28:14'
12|1541|'2020-11-29 21:28:14'
12|432|'2020-11-29 21:28:14'
12|2175|'2020-11-29 21:28:14'
12|1982|'2020-11-29 21:28:14'
12|3057|'2020-11-29 21:28:14'
12|1948|'2020-11-29 21:28:14'
12|188|'2020-11-29 21:28:14'
12|3223|'2020-11-29 21:28:14'
12|887|'2020-11-29 21:28:14'
12|3705|'2020-11-29 21:28:14'
12|2059|'2020-11-29 21:28:14'
12|1281|'2020-11-29 21:28:14'
12|3022|'2020-11-29 21:28:14'
12|3770|'2020-11-29 21:28:14'
12|150|'2020-11-29 21:28:14'
12|2054|'2020-11-29 21:28:14'
12|2497|'2020-11-29 21:28:14'
12|1117|'2020-11-29 21:28:14'
12|510|'2020-11-29 21:28:14'
12|1181|'2020-11-29 21:28:14'
12|2181|'2020-11-29 21:28:14'
12|1439|'2020-11-29 21:28:14'
12|1579|'2020-11-29 21:28:14'
12|2451|'2020-11-29 21:28:14'
12|470|'2020-11-29 21:28:14'
12|3756|'2020-11-29 21:28:14'
12|1320|'2020-11-29 21:28:14'
12|3603|'2020-11-29 21:28:14'
12|1881|'2020-11-29 21:28:14'
12|3908|'2020-11-29 21:28:14'
12|2559|'2020-11-29 21:28:14'
12|3640|'2020-11-29 21:28:14'
12|3434|'2020-11-29 21:28:14'
12|1177|'2020-11-29 21:28:14'
12|1735|'2020-11-29 21:28:14'
12|2783|'2020-11-29 21:28:14'
12|1525|'2020-11-29 21:28:14'
12|3660|'2020-11-29 21:28:14'
12|2080|'2020-11-29 21:28:14'
12|2887|'2020-11-29 21:28:14'
12|255|'2020-11-29 21:28:14'
12|3679|'2020-11-29 21:28:14'
12|3858|'2020-11-29 21:28:14'
12|1866|'2020-11-29 21:28:14'
12|1229|'2020-11-29 21:28:14'
12|662|'2020-11-29 21:28:14'
13|3179|'2020-11-29 21:28:14'
13|1729|'2020-11-29 21:28:14'
13|2407|'2020-11-29 21:28:14'
13|2286|'2020-11-29 21:28:14'
13|2235|'2020-11-29 21:28:14'
13|3903|'2020-11-29 21:28:14'
13|3805|'2020-11-29 21:28:14'
13|351|'2020-11-29 21:28:14'
13|1609|'2020-11-29 21:28:14'
13|2915|'2020-11-29 21:28:14'
13|3145|'2020-11-29 21:28:14'
13|195|'2020-11-29 21:28:14'
13|1908|'2020-11-29 21:28:14'
13|2866|'2020-11-29 21:28:14'
13|3745|'2020-11-29 21:28:14'
13|2440|'2020-11-29 21:28:14'
13|1246|'2020-11-29 21:28:14'
13|1766|'2020-11-29 21:28:14'
13|1535|'2020-11-29 21:28:14'
13|366|'2020-11-29 21:28:14'
13|2901|'2020-11-29 21:28:14'
13|3873|'2020-11-29 21:28:14'
13|203|'2020-11-29 21:28:14'
13|847|'2020-11-29 21:28:14'
13|786|'2020-11-29 21:28:14'
13|3089|'2020-11-29 21:28:14'
13|3707|'2020-11-29 21:28:14'
13|3916|'2020-11-29 21:28:14'
13|2649|'2020-11-29 21:28:14'
13|3178|'2020-11-29 21:28:14'
13|347|'2020-11-29 21:28:14'
13|2629|'2020-11-29 21:28:14'
13|1555|'2020-11-29 21:28:14'
13|3216|'2020-11-29 21:28:14'
13|2951|'2020-11-29 21:28:14'
13|3446|'2020-11-29 21:28:14'
14|3830|'2020-11-29 21:28:14'
14|318|'2020-11-29 21:28:14'
14|1834|'2020-11-29 21:28:14'
14|3356|'2020-11-29 21:28:14'
14|1311|'2020-11-29 21:28:14'
14|2006|'2020-11-29 21:28:14'
14|55|'2020-11-29 21:28:14'
14|2447|'2020-11-29 21:28:14'
14|3454|'2020-11-29 21:28:14'
14|967|'2020-11-29 21:28:14'
14|3411|'2020-11-29 21:28:14'
14|1946|'2020-11-29 21:28:14'
14|4004|'2020-11-29 21:28:14'
14|2850|'2020-11-29 21:28:14'
14|2287|'2020-11-29 21:28:14'
14|673|'2020-11-29 21:28:14'
14|1142|'2020-11-29 21:28:14'
14|3693|'2020-11-29 21:28:14'
14|3695|'2020-11-29 21:28:14'
14|298|'2020-11-29 21:28:14'
14|1575|'2020-11-29 21:28:14'
14|1382|'2020-11-29 21:28:14'
14|3459|'2020-11-29 21:28:14'
14|150|'2020-11-29 21:28:14'
14|1077|'2020-11-29 21:28:14'
14|2189|'2020-11-29 21:28:14'
14|2767|'2020-11-29 21:28:14'
14|694|'2020-11-29 21:28:14'
14|3485|'2020-11-29 21:28:14'
15|532|'2020-11-29 21:28:14'
15|2497|'2020-11-29 21:28:14'
15|1818|'2020-11-29 21:28:14'
15|219|'2020-11-29 21:28:14'
15|2186|'2020-11-29 21:28:14'
15|3096|'2020-11-29 21:28:14'
15|2138|'2020-11-29 21:28:14'
15|3993|'2020-11-29 21:28:14'
15|987|'2020-11-29 21:28:14'
15|2084|'2020-11-29 21:28:14'
15|1733|'2020-11-29 21:28:14'
15|1188|'2020-11-29 21:28:14'
15|717|'2020-11-29 21:28:14'
15|4|'2020-11-29 21:28:14'
15|1212|'2020-11-29 21:28:14'
15|1633|'2020-11-29 21:28:14'
15|2725|'2020-11-29 21:28:14'
15|3344|'2020-11-29 21:28:14'
15|1550|'2020-11-29 21:28:14'
15|1228|'2020-11-29 21:28:14'
15|911|'2020-11-29 21:28:14'
15|1166|'2020-11-29 21:28:14'
15|3998|'2020-11-29 21:28:14'
15|2662|'2020-11-29 21:28:14'
15|696|'2020-11-29 21:28:14'
15|1269|'2020-11-29 21:28:14'
15|3456|'2020-11-29 21:28:14'
15|1252|'2020-11-29 21:28:14'
15|1832|'2020-11-29 21:28:14'
15|2377|'2020-11-29 21:28:14'
15|1539|'2020-11-29 21:28:14'
15|3464|'2020-11-29 21:28:14'
15|2758|'2020-11-29 21:28:14'
15|2903|'2020-11-29 21:28:14'
15|3126|'2020-11-29 21:28:14'
15|1799|'2020-11-29 21:28:14'
15|2045|'2020-11-29 21:28:14'
15|403|'2020-11-29 21:28:14'
15|78|'2020-11-29 21:28:14'
15|2113|'2020-11-29 21:28:14'
15|515|'2020-11-29 21:28:14'
15|2943|'2020-11-29 21:28:14'
16|1468|'2020-11-29 21:28:14'
16|1317|'2020-11-29 21:28:14'
16|2061|'2020-11-29 21:28:14'
16|3804|'2020-11-29 21:28:14'
16|3915|'2020-11-29 21:28:14'
16|2119|'2020-11-29 21:28:14'
16|3|'2020-11-29 21:28:14'
16|2006|'2020-11-29 21:28:14'
16|2401|'2020-11-29 21:28:14'
16|1773|'2020-11-29 21:28:14'
16|2898|'2020-11-29 21:28:14'
16|3274|'2020-11-29 21:28:14'
16|3085|'2020-11-29 21:28:14'
16|1052|'2020-11-29 21:28:14'
16|2070|'2020-11-29 21:28:14'
16|77|'2020-11-29 21:28:14'
16|2328|'2020-11-29 21:28:14'
16|585|'2020-11-29 21:28:14'
16|3026|'2020-11-29 21:28:14'
16|407|'2020-11-29 21:28:14'
16|1481|'2020-11-29 21:28:14'
16|3402|'2020-11-29 21:28:14'
16|2154|'2020-11-29 21:28:14'
16|1998|'2020-11-29 21:28:14'
16|271|'2020-11-29 21:28:14'
16|2963|'2020-11-29 21:28:14'
16|508|'2020-11-29 21:28:14'
16|808|'2020-11-29 21:28:14'
16|2351|'2020-11-29 21:28:14'
16|3580|'2020-11-29 21:28:14'
17|3295|'2020-11-29 21:28:14'
17|3529|'2020-11-29 21:28:14'
17|1734|'2020-11-29 21:28:14'
17|2959|'2020-11-29 21:28:14'
17|3336|'2020-11-29 21:28:14'
17|116|'2020-11-29 21:28:14'
17|3994|'2020-11-29 21:28:14'
17|990|'2020-11-29 21:28:14'
17|473|'2020-11-29 21:28:14'
17|4006|'2020-11-29 21:28:14'
17|1073|'2020-11-29 21:28:14'
17|2384|'2020-11-29 21:28:14'
17|2|'2020-11-29 21:28:14'
17|998|'2020-11-29 21:28:14'
17|2918|'2020-11-29 21:28:14'
17|1521|'2020-11-29 21:28:14'
17|79|'2020-11-29 21:28:14'
17|1460|'2020-11-29 21:28:14'
17|1216|'2020-11-29 21:28:14'
17|2304|'2020-11-29 21:28:14'
17|2356|'2020-11-29 21:28:14'
17|1449|'2020-11-29 21:28:14'
17|3278|'2020-11-29 21:28:14'
17|3056|'2020-11-29 21:28:14'
17|41|'2020-11-29 21:28:14'
17|1499|'2020-11-29 21:28:14'
17|2447|'2020-11-29 21:28:14'
17|1365|'2020-11-29 21:28:14'
17|68|'2020-11-29 21:28:14'
17|676|'2020-11-29 21:28:14'
17|420|'2020-11-29 21:28:14'
17|3183|'2020-11-29 21:28:14'
17|3277|'2020-11-29 21:28:14'
17|1543|'2020-11-29 21:28:14'
17|1928|'2020-11-29 21:28:14'
17|4003|'2020-11-29 21:28:14'
17|1008|'2020-11-29 21:28:14'
17|2620|'2020-11-29 21:28:14'
18|3898|'2020-11-29 21:28:14'
18|1400|'2020-11-29 21:28:14'
18|3188|'2020-11-29 21:28:14'
18|1528|'2020-11-29 21:28:14'
18|1565|'2020-11-29 21:28:14'
18|1916|'2020-11-29 21:28:14'
18|3194|'2020-11-29 21:28:14'
18|2591|'2020-11-29 21:28:14'
18|691|'2020-11-29 21:28:14'
18|2411|'2020-11-29 21:28:14'
18|3908|'2020-11-29 21:28:14'
18|1602|'2020-11-29 21:28:14'
18|2782|'2020-11-29 21:28:14'
18|1858|'2020-11-29 21:28:14'
18|3531|'2020-11-29 21:28:14'
18|1526|'2020-11-29 21:28:14'
18|2263|'2020-11-29 21:28:14'
18|2771|'2020-11-29 21:28:14'
18|3438|'2020-11-29 21:28:14'
18|2001|'2020-11-29 21:28:14'
18|3960|'2020-11-29 21:28:14'
18|777|'2020-11-29 21:28:14'
18|3574|'2020-11-29 21:28:14'
18|1609|'2020-11-29 21:28:14'
18|3959|'2020-11-29 21:28:14'
18|2414|'2020-11-29 21:28:14'
18|1309|'2020-11-29 21:28:14'
18|2128|'2020-11-29 21:28:14'
18|426|'2020-11-29 21:28:14'
18|874|'2020-11-29 21:28:14'
18|2488|'2020-11-29 21:28:14'
18|1552|'2020-11-29 21:28:14'
18|3615|'2020-11-29 21:28:14'
18|3290|'2020-11-29 21:28:14'
18|894|'2020-11-29 21:28:14'
18|2664|'2020-11-29 21:28:14'
18|2964|'2020-11-29 21:28:14'
18|2653|'2020-11-29 21:28:14'
18|3369|'2020-11-29 21:28:14'
18|1358|'2020-11-29 21:28:14'
18|2933|'2020-11-29 21:28:14'
18|1723|'2020-11-29 21:28:14'
