gameId|platformId|lastUpdate
201|3|E'2020-11-29 20:59:44'
202|6|E'2020-11-29 20:59:44'
203|1|E'2020-11-29 20:59:44'
204|3|E'2020-11-29 20:59:44'
205|3|E'2020-11-29 20:59:44'
206|1|E'2020-11-29 20:59:44'
207|3|E'2020-11-29 20:59:44'
208|1|E'2020-11-29 20:59:44'
209|2|E'2020-11-29 20:59:44'
210|1|E'2020-11-29 20:59:44'
211|3|E'2020-11-29 20:59:44'
212|1|E'2020-11-29 20:59:44'
213|5|E'2020-11-29 20:59:44'
214|3|E'2020-11-29 20:59:44'
215|5|E'2020-11-29 20:59:44'
216|3|E'2020-11-29 20:59:44'
217|2|E'2020-11-29 20:59:44'
218|1|E'2020-11-29 20:59:44'
219|1|E'2020-11-29 20:59:44'
220|1|E'2020-11-29 20:59:44'
221|2|E'2020-11-29 20:59:44'
222|2|E'2020-11-29 20:59:44'
223|1|E'2020-11-29 20:59:44'
224|8|E'2020-11-29 20:59:44'
225|3|E'2020-11-29 20:59:44'
226|3|E'2020-11-29 20:59:44'
227|2|E'2020-11-29 20:59:44'
228|3|E'2020-11-29 20:59:44'
229|2|E'2020-11-29 20:59:44'
230|2|E'2020-11-29 20:59:44'
231|3|E'2020-11-29 20:59:44'
232|3|E'2020-11-29 20:59:44'
233|2|E'2020-11-29 20:59:44'
234|3|E'2020-11-29 20:59:44'
235|3|E'2020-11-29 20:59:44'
236|1|E'2020-11-29 20:59:44'
237|1|E'2020-11-29 20:59:44'
238|1|E'2020-11-29 20:59:44'
239|1|E'2020-11-29 20:59:44'
240|2|E'2020-11-29 20:59:44'
241|1|E'2020-11-29 20:59:44'
242|1|E'2020-11-29 20:59:44'
243|1|E'2020-11-29 20:59:44'
244|3|E'2020-11-29 20:59:44'
245|1|E'2020-11-29 20:59:44'
246|8|E'2020-11-29 20:59:44'
247|1|E'2020-11-29 20:59:44'
248|2|E'2020-11-29 20:59:44'
249|2|E'2020-11-29 20:59:44'
250|2|E'2020-11-29 20:59:44'
251|5|E'2020-11-29 20:59:44'
252|2|E'2020-11-29 20:59:44'
253|1|E'2020-11-29 20:59:44'
254|2|E'2020-11-29 20:59:44'
255|3|E'2020-11-29 20:59:44'
256|11|E'2020-11-29 20:59:44'
257|3|E'2020-11-29 20:59:44'
258|3|E'2020-11-29 20:59:44'
259|2|E'2020-11-29 20:59:44'
260|3|E'2020-11-29 20:59:44'
261|1|E'2020-11-29 20:59:44'
262|1|E'2020-11-29 20:59:44'
263|1|E'2020-11-29 20:59:44'
264|3|E'2020-11-29 20:59:44'
265|3|E'2020-11-29 20:59:44'
266|11|E'2020-11-29 20:59:44'
267|1|E'2020-11-29 20:59:44'
268|3|E'2020-11-29 20:59:44'
269|9|E'2020-11-29 20:59:44'
270|2|E'2020-11-29 20:59:44'
271|3|E'2020-11-29 20:59:44'
272|2|E'2020-11-29 20:59:44'
273|3|E'2020-11-29 20:59:44'
274|3|E'2020-11-29 20:59:44'
275|6|E'2020-11-29 20:59:44'
276|3|E'2020-11-29 20:59:44'
277|3|E'2020-11-29 20:59:44'
278|1|E'2020-11-29 20:59:44'
279|8|E'2020-11-29 20:59:44'
280|2|E'2020-11-29 20:59:44'
281|3|E'2020-11-29 20:59:44'
282|3|E'2020-11-29 20:59:44'
283|2|E'2020-11-29 20:59:44'
284|3|E'2020-11-29 20:59:44'
285|3|E'2020-11-29 20:59:44'
286|2|E'2020-11-29 20:59:44'
287|3|E'2020-11-29 20:59:44'
288|1|E'2020-11-29 20:59:44'
289|3|E'2020-11-29 20:59:44'
290|1|E'2020-11-29 20:59:44'
291|3|E'2020-11-29 20:59:44'
292|3|E'2020-11-29 20:59:44'
293|3|E'2020-11-29 20:59:44'
294|2|E'2020-11-29 20:59:44'
295|3|E'2020-11-29 20:59:44'
296|1|E'2020-11-29 20:59:44'
297|1|E'2020-11-29 20:59:44'
298|1|E'2020-11-29 20:59:44'
299|3|E'2020-11-29 20:59:44'
300|2|E'2020-11-29 20:59:44'
301|6|E'2020-11-29 20:59:44'
302|3|E'2020-11-29 20:59:44'
303|1|E'2020-11-29 20:59:44'
304|1|E'2020-11-29 20:59:44'
305|3|E'2020-11-29 20:59:44'
306|3|E'2020-11-29 20:59:44'
307|2|E'2020-11-29 20:59:44'
308|2|E'2020-11-29 20:59:44'
309|11|E'2020-11-29 20:59:44'
310|1|E'2020-11-29 20:59:44'
311|1|E'2020-11-29 20:59:44'
312|3|E'2020-11-29 20:59:44'
313|6|E'2020-11-29 20:59:44'
314|1|E'2020-11-29 20:59:44'
315|2|E'2020-11-29 20:59:44'
316|8|E'2020-11-29 20:59:44'
317|1|E'2020-11-29 20:59:44'
318|3|E'2020-11-29 20:59:44'
319|3|E'2020-11-29 20:59:44'
320|3|E'2020-11-29 20:59:44'
321|3|E'2020-11-29 20:59:44'
322|3|E'2020-11-29 20:59:44'
323|1|E'2020-11-29 20:59:44'
324|1|E'2020-11-29 20:59:44'
325|1|E'2020-11-29 20:59:44'
326|3|E'2020-11-29 20:59:44'
327|3|E'2020-11-29 20:59:44'
328|3|E'2020-11-29 20:59:44'
329|3|E'2020-11-29 20:59:44'
330|1|E'2020-11-29 20:59:44'
331|3|E'2020-11-29 20:59:44'
332|1|E'2020-11-29 20:59:44'
333|6|E'2020-11-29 20:59:44'
334|2|E'2020-11-29 20:59:44'
335|9|E'2020-11-29 20:59:44'
336|1|E'2020-11-29 20:59:44'
337|3|E'2020-11-29 20:59:44'
338|2|E'2020-11-29 20:59:44'
339|1|E'2020-11-29 20:59:44'
340|3|E'2020-11-29 20:59:44'
341|1|E'2020-11-29 20:59:44'
342|2|E'2020-11-29 20:59:44'
343|7|E'2020-11-29 20:59:44'
344|2|E'2020-11-29 20:59:44'
345|6|E'2020-11-29 20:59:44'
346|3|E'2020-11-29 20:59:44'
347|1|E'2020-11-29 20:59:44'
348|3|E'2020-11-29 20:59:44'
349|3|E'2020-11-29 20:59:44'
350|3|E'2020-11-29 20:59:44'
351|1|E'2020-11-29 20:59:44'
352|1|E'2020-11-29 20:59:44'
353|2|E'2020-11-29 20:59:44'
354|2|E'2020-11-29 20:59:44'
355|3|E'2020-11-29 20:59:44'
356|2|E'2020-11-29 20:59:44'
357|3|E'2020-11-29 20:59:44'
358|3|E'2020-11-29 20:59:44'
359|3|E'2020-11-29 20:59:44'
360|2|E'2020-11-29 20:59:44'
361|3|E'2020-11-29 20:59:44'
362|1|E'2020-11-29 20:59:44'
363|1|E'2020-11-29 20:59:44'
364|1|E'2020-11-29 20:59:44'
365|3|E'2020-11-29 20:59:44'
366|3|E'2020-11-29 20:59:44'
367|3|E'2020-11-29 20:59:44'
368|2|E'2020-11-29 20:59:44'
369|1|E'2020-11-29 20:59:44'
370|3|E'2020-11-29 20:59:44'
371|3|E'2020-11-29 20:59:44'
372|3|E'2020-11-29 20:59:44'
373|2|E'2020-11-29 20:59:44'
374|3|E'2020-11-29 20:59:44'
375|1|E'2020-11-29 20:59:44'
376|3|E'2020-11-29 20:59:44'
377|3|E'2020-11-29 20:59:44'
378|1|E'2020-11-29 20:59:44'
379|3|E'2020-11-29 20:59:44'
380|1|E'2020-11-29 20:59:44'
381|3|E'2020-11-29 20:59:44'
382|3|E'2020-11-29 20:59:44'
383|3|E'2020-11-29 20:59:44'
384|2|E'2020-11-29 20:59:44'
385|5|E'2020-11-29 20:59:44'
386|1|E'2020-11-29 20:59:44'
387|3|E'2020-11-29 20:59:44'
388|11|E'2020-11-29 20:59:44'
389|6|E'2020-11-29 20:59:44'
390|1|E'2020-11-29 20:59:44'
391|1|E'2020-11-29 20:59:44'
392|4|E'2020-11-29 20:59:44'
393|3|E'2020-11-29 20:59:44'
394|11|E'2020-11-29 20:59:44'
395|1|E'2020-11-29 20:59:44'
396|3|E'2020-11-29 20:59:44'
397|3|E'2020-11-29 20:59:44'
398|1|E'2020-11-29 20:59:44'
399|1|E'2020-11-29 20:59:44'
400|3|E'2020-11-29 20:59:44'
401|2|E'2020-11-29 20:59:44'
402|3|E'2020-11-29 20:59:44'
403|6|E'2020-11-29 20:59:44'
404|1|E'2020-11-29 20:59:44'
405|2|E'2020-11-29 20:59:44'
406|1|E'2020-11-29 20:59:44'
407|3|E'2020-11-29 20:59:44'
408|1|E'2020-11-29 20:59:44'
409|2|E'2020-11-29 20:59:44'
410|5|E'2020-11-29 20:59:44'
411|1|E'2020-11-29 20:59:44'
412|8|E'2020-11-29 20:59:44'
413|2|E'2020-11-29 20:59:44'
414|2|E'2020-11-29 20:59:44'
415|2|E'2020-11-29 20:59:44'
416|4|E'2020-11-29 20:59:44'
417|2|E'2020-11-29 20:59:44'
418|1|E'2020-11-29 20:59:44'
419|2|E'2020-11-29 20:59:44'
420|3|E'2020-11-29 20:59:44'
421|1|E'2020-11-29 20:59:44'
422|1|E'2020-11-29 20:59:44'
423|1|E'2020-11-29 20:59:44'
424|3|E'2020-11-29 20:59:44'
425|1|E'2020-11-29 20:59:44'
426|3|E'2020-11-29 20:59:44'
427|2|E'2020-11-29 20:59:44'
428|1|E'2020-11-29 20:59:44'
429|6|E'2020-11-29 20:59:44'
430|1|E'2020-11-29 20:59:44'
431|3|E'2020-11-29 20:59:44'
432|2|E'2020-11-29 20:59:44'
433|3|E'2020-11-29 20:59:44'
434|3|E'2020-11-29 20:59:44'
435|3|E'2020-11-29 20:59:44'
436|3|E'2020-11-29 20:59:44'
437|1|E'2020-11-29 20:59:44'
438|3|E'2020-11-29 20:59:44'
439|3|E'2020-11-29 20:59:44'
440|3|E'2020-11-29 20:59:44'
441|1|E'2020-11-29 20:59:44'
442|1|E'2020-11-29 20:59:44'
443|6|E'2020-11-29 20:59:44'
444|1|E'2020-11-29 20:59:44'
445|3|E'2020-11-29 20:59:44'
446|1|E'2020-11-29 20:59:44'
447|1|E'2020-11-29 20:59:44'
448|2|E'2020-11-29 20:59:44'
449|2|E'2020-11-29 20:59:44'
450|2|E'2020-11-29 20:59:44'
451|1|E'2020-11-29 20:59:44'
452|3|E'2020-11-29 20:59:44'
453|3|E'2020-11-29 20:59:44'
454|3|E'2020-11-29 20:59:44'
455|1|E'2020-11-29 20:59:44'
456|1|E'2020-11-29 20:59:44'
457|6|E'2020-11-29 20:59:44'
458|1|E'2020-11-29 20:59:44'
459|2|E'2020-11-29 20:59:44'
460|3|E'2020-11-29 20:59:44'
461|1|E'2020-11-29 20:59:44'
462|1|E'2020-11-29 20:59:44'
463|2|E'2020-11-29 20:59:44'
464|3|E'2020-11-29 20:59:44'
465|1|E'2020-11-29 20:59:44'
466|2|E'2020-11-29 20:59:44'
467|2|E'2020-11-29 20:59:44'
468|3|E'2020-11-29 20:59:44'
469|2|E'2020-11-29 20:59:44'
470|3|E'2020-11-29 20:59:44'
471|1|E'2020-11-29 20:59:44'
472|2|E'2020-11-29 20:59:44'
473|2|E'2020-11-29 20:59:44'
474|1|E'2020-11-29 20:59:44'
475|1|E'2020-11-29 20:59:44'
476|1|E'2020-11-29 20:59:44'
477|1|E'2020-11-29 20:59:44'
478|3|E'2020-11-29 20:59:44'
479|3|E'2020-11-29 20:59:44'
480|8|E'2020-11-29 20:59:44'
481|3|E'2020-11-29 20:59:44'
482|6|E'2020-11-29 20:59:44'
483|3|E'2020-11-29 20:59:44'
484|3|E'2020-11-29 20:59:44'
485|9|E'2020-11-29 20:59:44'
486|3|E'2020-11-29 20:59:44'
487|2|E'2020-11-29 20:59:44'
488|2|E'2020-11-29 20:59:44'
489|2|E'2020-11-29 20:59:44'
490|1|E'2020-11-29 20:59:44'
491|1|E'2020-11-29 20:59:44'
492|3|E'2020-11-29 20:59:44'
493|1|E'2020-11-29 20:59:44'
494|3|E'2020-11-29 20:59:44'
495|3|E'2020-11-29 20:59:44'
496|5|E'2020-11-29 20:59:44'
497|5|E'2020-11-29 20:59:44'
498|4|E'2020-11-29 20:59:44'
499|5|E'2020-11-29 20:59:44'
500|10|E'2020-11-29 20:59:44'
501|2|E'2020-11-29 20:59:44'
502|5|E'2020-11-29 20:59:44'
503|1|E'2020-11-29 20:59:44'
504|3|E'2020-11-29 20:59:44'
505|5|E'2020-11-29 20:59:44'
506|5|E'2020-11-29 20:59:44'
507|2|E'2020-11-29 20:59:44'
508|4|E'2020-11-29 20:59:44'
509|4|E'2020-11-29 20:59:44'
510|2|E'2020-11-29 20:59:44'
511|4|E'2020-11-29 20:59:44'
512|10|E'2020-11-29 20:59:44'
513|7|E'2020-11-29 20:59:44'
514|6|E'2020-11-29 20:59:44'
515|2|E'2020-11-29 20:59:44'
516|2|E'2020-11-29 20:59:44'
517|2|E'2020-11-29 20:59:44'
518|5|E'2020-11-29 20:59:44'
519|4|E'2020-11-29 20:59:44'
520|7|E'2020-11-29 20:59:44'
521|1|E'2020-11-29 20:59:44'
522|4|E'2020-11-29 20:59:44'
523|6|E'2020-11-29 20:59:44'
524|12|E'2020-11-29 20:59:44'
525|5|E'2020-11-29 20:59:44'
526|4|E'2020-11-29 20:59:44'
527|4|E'2020-11-29 20:59:44'
528|2|E'2020-11-29 20:59:44'
529|2|E'2020-11-29 20:59:44'
530|4|E'2020-11-29 20:59:44'
531|2|E'2020-11-29 20:59:44'
532|5|E'2020-11-29 20:59:44'
533|3|E'2020-11-29 20:59:44'
534|2|E'2020-11-29 20:59:44'
535|2|E'2020-11-29 20:59:44'
536|5|E'2020-11-29 20:59:44'
537|2|E'2020-11-29 20:59:44'
538|4|E'2020-11-29 20:59:44'
539|4|E'2020-11-29 20:59:44'
540|5|E'2020-11-29 20:59:44'
541|7|E'2020-11-29 20:59:44'
542|7|E'2020-11-29 20:59:44'
543|11|E'2020-11-29 20:59:44'
544|2|E'2020-11-29 20:59:44'
545|6|E'2020-11-29 20:59:44'
546|2|E'2020-11-29 20:59:44'
547|2|E'2020-11-29 20:59:44'
548|5|E'2020-11-29 20:59:44'
549|7|E'2020-11-29 20:59:44'
550|2|E'2020-11-29 20:59:44'
551|2|E'2020-11-29 20:59:44'
552|4|E'2020-11-29 20:59:44'
553|5|E'2020-11-29 20:59:44'
554|7|E'2020-11-29 20:59:44'
555|2|E'2020-11-29 20:59:44'
556|4|E'2020-11-29 20:59:44'
557|2|E'2020-11-29 20:59:44'
558|2|E'2020-11-29 20:59:44'
559|7|E'2020-11-29 20:59:44'
560|5|E'2020-11-29 20:59:44'
561|4|E'2020-11-29 20:59:44'
562|2|E'2020-11-29 20:59:44'
563|5|E'2020-11-29 20:59:44'
564|2|E'2020-11-29 20:59:44'
565|6|E'2020-11-29 20:59:44'
566|4|E'2020-11-29 20:59:44'
567|5|E'2020-11-29 20:59:44'
568|7|E'2020-11-29 20:59:44'
569|5|E'2020-11-29 20:59:44'
570|2|E'2020-11-29 20:59:44'
571|2|E'2020-11-29 20:59:44'
572|4|E'2020-11-29 20:59:44'
573|4|E'2020-11-29 20:59:44'
574|5|E'2020-11-29 20:59:44'
575|7|E'2020-11-29 20:59:44'
576|12|E'2020-11-29 20:59:44'
577|4|E'2020-11-29 20:59:44'
578|1|E'2020-11-29 20:59:44'
579|5|E'2020-11-29 20:59:44'
580|2|E'2020-11-29 20:59:44'
581|5|E'2020-11-29 20:59:44'
582|5|E'2020-11-29 20:59:44'
583|7|E'2020-11-29 20:59:44'
584|4|E'2020-11-29 20:59:44'
585|2|E'2020-11-29 20:59:44'
586|4|E'2020-11-29 20:59:44'
587|5|E'2020-11-29 20:59:44'
588|6|E'2020-11-29 20:59:44'
589|4|E'2020-11-29 20:59:44'
590|5|E'2020-11-29 20:59:44'
591|4|E'2020-11-29 20:59:44'
592|5|E'2020-11-29 20:59:44'
593|2|E'2020-11-29 20:59:44'
594|4|E'2020-11-29 20:59:44'
595|7|E'2020-11-29 20:59:44'
596|5|E'2020-11-29 20:59:44'
597|2|E'2020-11-29 20:59:44'
598|2|E'2020-11-29 20:59:44'
599|5|E'2020-11-29 20:59:44'
600|2|E'2020-11-29 20:59:44'
601|4|E'2020-11-29 20:59:44'
602|2|E'2020-11-29 20:59:44'
603|4|E'2020-11-29 20:59:44'
604|5|E'2020-11-29 20:59:44'
605|2|E'2020-11-29 20:59:44'
606|2|E'2020-11-29 20:59:44'
607|2|E'2020-11-29 20:59:44'
608|2|E'2020-11-29 20:59:44'
609|2|E'2020-11-29 20:59:44'
610|3|E'2020-11-29 20:59:44'
611|2|E'2020-11-29 20:59:44'
612|4|E'2020-11-29 20:59:44'
613|2|E'2020-11-29 20:59:44'
614|2|E'2020-11-29 20:59:44'
615|7|E'2020-11-29 20:59:44'
616|5|E'2020-11-29 20:59:44'
617|13|E'2020-11-29 20:59:44'
618|7|E'2020-11-29 20:59:44'
619|7|E'2020-11-29 20:59:44'
620|4|E'2020-11-29 20:59:44'
621|6|E'2020-11-29 20:59:44'
622|11|E'2020-11-29 20:59:44'
623|5|E'2020-11-29 20:59:44'
624|7|E'2020-11-29 20:59:44'
625|4|E'2020-11-29 20:59:44'
626|5|E'2020-11-29 20:59:44'
627|5|E'2020-11-29 20:59:44'
628|5|E'2020-11-29 20:59:44'
629|5|E'2020-11-29 20:59:44'
630|2|E'2020-11-29 20:59:44'
631|2|E'2020-11-29 20:59:44'
632|2|E'2020-11-29 20:59:44'
633|5|E'2020-11-29 20:59:44'
634|2|E'2020-11-29 20:59:44'
635|4|E'2020-11-29 20:59:44'
636|5|E'2020-11-29 20:59:44'
637|2|E'2020-11-29 20:59:44'
638|4|E'2020-11-29 20:59:44'
639|5|E'2020-11-29 20:59:44'
640|1|E'2020-11-29 20:59:44'
641|2|E'2020-11-29 20:59:44'
642|2|E'2020-11-29 20:59:44'
643|7|E'2020-11-29 20:59:44'
644|2|E'2020-11-29 20:59:44'
645|1|E'2020-11-29 20:59:44'
646|5|E'2020-11-29 20:59:44'
647|7|E'2020-11-29 20:59:44'
648|4|E'2020-11-29 20:59:44'
649|1|E'2020-11-29 20:59:44'
650|2|E'2020-11-29 20:59:44'
651|4|E'2020-11-29 20:59:44'
652|2|E'2020-11-29 20:59:44'
653|7|E'2020-11-29 20:59:44'
654|2|E'2020-11-29 20:59:44'
655|5|E'2020-11-29 20:59:44'
656|4|E'2020-11-29 20:59:44'
657|6|E'2020-11-29 20:59:44'
658|2|E'2020-11-29 20:59:44'
659|5|E'2020-11-29 20:59:44'
660|2|E'2020-11-29 20:59:44'
661|5|E'2020-11-29 20:59:44'
662|4|E'2020-11-29 20:59:44'
663|2|E'2020-11-29 20:59:44'
664|1|E'2020-11-29 20:59:44'
665|5|E'2020-11-29 20:59:44'
666|1|E'2020-11-29 20:59:44'
667|4|E'2020-11-29 20:59:44'
668|4|E'2020-11-29 20:59:44'
669|11|E'2020-11-29 20:59:44'
670|2|E'2020-11-29 20:59:44'
671|6|E'2020-11-29 20:59:44'
672|1|E'2020-11-29 20:59:44'
673|2|E'2020-11-29 20:59:44'
674|2|E'2020-11-29 20:59:44'
675|4|E'2020-11-29 20:59:44'
676|7|E'2020-11-29 20:59:44'
677|4|E'2020-11-29 20:59:44'
678|2|E'2020-11-29 20:59:44'
679|4|E'2020-11-29 20:59:44'
680|5|E'2020-11-29 20:59:44'
681|7|E'2020-11-29 20:59:44'
682|4|E'2020-11-29 20:59:44'
683|4|E'2020-11-29 20:59:44'
684|1|E'2020-11-29 20:59:44'
685|5|E'2020-11-29 20:59:44'
686|1|E'2020-11-29 20:59:44'
687|5|E'2020-11-29 20:59:44'
688|5|E'2020-11-29 20:59:44'
689|6|E'2020-11-29 20:59:44'
690|4|E'2020-11-29 20:59:44'
691|2|E'2020-11-29 20:59:44'
692|4|E'2020-11-29 20:59:44'
693|5|E'2020-11-29 20:59:44'
694|7|E'2020-11-29 20:59:44'
695|4|E'2020-11-29 20:59:44'
696|4|E'2020-11-29 20:59:44'
697|6|E'2020-11-29 20:59:44'
698|4|E'2020-11-29 20:59:44'
