gameId|pubId|lastUpdate
225|43|2020-11-23 13:03:31
226|17|2020-11-23 13:03:31
227|1|2020-11-23 13:03:31
228|28|2020-11-23 13:03:31
229|60|2020-11-23 13:03:31
230|7|2020-11-23 13:03:31
231|1|2020-11-23 13:03:31
232|60|2020-11-23 13:03:31
233|73|2020-11-23 13:03:31
234|234|2020-11-23 13:03:31
235|73|2020-11-23 13:03:31
236|7|2020-11-23 13:03:31
237|1|2020-11-23 13:03:31
238|1|2020-11-23 13:03:31
239|239|2020-11-23 13:03:31
240|240|2020-11-23 13:03:31
241|1|2020-11-23 13:03:31
242|1|2020-11-23 13:03:31
243|89|2020-11-23 13:03:31
244|160|2020-11-23 13:03:31
245|1|2020-11-23 13:03:31
246|32|2020-11-23 13:03:31
247|10|2020-11-23 13:03:31
248|81|2020-11-23 13:03:31
249|60|2020-11-23 13:03:31
250|2|2020-11-23 13:03:31
251|101|2020-11-23 13:03:31
252|60|2020-11-23 13:03:31
253|10|2020-11-23 13:03:31
254|10|2020-11-23 13:03:31
255|67|2020-11-23 13:03:31
256|12|2020-11-23 13:03:31
257|257|2020-11-23 13:03:31
258|258|2020-11-23 13:03:31
259|89|2020-11-23 13:03:31
260|1|2020-11-23 13:03:31
261|16|2020-11-23 13:03:31
262|16|2020-11-23 13:03:31
263|8|2020-11-23 13:03:31
264|101|2020-11-23 13:03:31
265|12|2020-11-23 13:03:31
266|1|2020-11-23 13:03:31
267|16|2020-11-23 13:03:31
268|73|2020-11-23 13:03:31
269|8|2020-11-23 13:03:31
270|1|2020-11-23 13:03:31
271|160|2020-11-23 13:03:31
272|43|2020-11-23 13:03:31
273|43|2020-11-23 13:03:31
274|16|2020-11-23 13:03:31
275|275|2020-11-23 13:03:31
276|1|2020-11-23 13:03:31
277|28|2020-11-23 13:03:31
278|101|2020-11-23 13:03:31
279|17|2020-11-23 13:03:31
280|12|2020-11-23 13:03:31
281|160|2020-11-23 13:03:31
282|282|2020-11-23 13:03:31
283|160|2020-11-23 13:03:31
284|18|2020-11-23 13:03:31
285|18|2020-11-23 13:03:31
286|14|2020-11-23 13:03:31
287|89|2020-11-23 13:03:31
288|43|2020-11-23 13:03:31
289|56|2020-11-23 13:03:31
290|32|2020-11-23 13:03:31
291|291|2020-11-23 13:03:31
292|292|2020-11-23 13:03:31
293|2|2020-11-23 13:03:31
294|1|2020-11-23 13:03:31
295|1|2020-11-23 13:03:31
296|101|2020-11-23 13:03:31
297|73|2020-11-23 13:03:31
298|7|2020-11-23 13:03:31
299|1|2020-11-23 13:03:31
300|60|2020-11-23 13:03:31
301|12|2020-11-23 13:03:31
302|16|2020-11-23 13:03:31
303|1|2020-11-23 13:03:31
304|165|2020-11-23 13:03:31
305|92|2020-11-23 13:03:31
306|89|2020-11-23 13:03:31
307|12|2020-11-23 13:03:31
308|17|2020-11-23 13:03:31
309|32|2020-11-23 13:03:31
310|1|2020-11-23 13:03:31
311|1|2020-11-23 13:03:31
312|2|2020-11-23 13:03:31
313|1|2020-11-23 13:03:31
314|1|2020-11-23 13:03:31
315|258|2020-11-23 13:03:31
316|1|2020-11-23 13:03:31
317|160|2020-11-23 13:03:31
318|1|2020-11-23 13:03:31
319|93|2020-11-23 13:03:31
320|10|2020-11-23 13:03:31
321|101|2020-11-23 13:03:31
322|322|2020-11-23 13:03:31
323|160|2020-11-23 13:03:31
324|1|2020-11-23 13:03:31
325|10|2020-11-23 13:03:31
326|326|2020-11-23 13:03:31
327|92|2020-11-23 13:03:31
328|12|2020-11-23 13:03:31
329|17|2020-11-23 13:03:31
330|1|2020-11-23 13:03:31
331|1|2020-11-23 13:03:31
332|332|2020-11-23 13:03:31
333|333|2020-11-23 13:03:31
334|10|2020-11-23 13:03:31
335|32|2020-11-23 13:03:31
336|73|2020-11-23 13:03:31
337|12|2020-11-23 13:03:31
338|182|2020-11-23 13:03:31
339|339|2020-11-23 13:03:31
340|10|2020-11-23 13:03:31
341|32|2020-11-23 13:03:31
342|56|2020-11-23 13:03:31
343|28|2020-11-23 13:03:31
344|16|2020-11-23 13:03:31
345|45|2020-11-23 13:03:31
346|12|2020-11-23 13:03:31
347|16|2020-11-23 13:03:31
348|101|2020-11-23 13:03:31
349|34|2020-11-23 13:03:31
350|12|2020-11-23 13:03:31
351|1|2020-11-23 13:03:31
352|1|2020-11-23 13:03:31
353|353|2020-11-23 13:03:31
354|12|2020-11-23 13:03:31
355|101|2020-11-23 13:03:31
356|67|2020-11-23 13:03:31
357|28|2020-11-23 13:03:31
358|7|2020-11-23 13:03:31
359|32|2020-11-23 13:03:31
360|10|2020-11-23 13:03:31
361|12|2020-11-23 13:03:31
362|60|2020-11-23 13:03:31
363|1|2020-11-23 13:03:31
364|12|2020-11-23 13:03:31
365|32|2020-11-23 13:03:31
366|14|2020-11-23 13:03:31
367|160|2020-11-23 13:03:31
368|16|2020-11-23 13:03:31
369|124|2020-11-23 13:03:31
370|32|2020-11-23 13:03:31
371|17|2020-11-23 13:03:31
372|7|2020-11-23 13:03:31
373|32|2020-11-23 13:03:31
374|12|2020-11-23 13:03:31
375|7|2020-11-23 13:03:31
376|17|2020-11-23 13:03:31
377|56|2020-11-23 13:03:31
378|1|2020-11-23 13:03:31
379|67|2020-11-23 13:03:31
380|182|2020-11-23 13:03:31
381|67|2020-11-23 13:03:31
382|56|2020-11-23 13:03:31
383|32|2020-11-23 13:03:31
384|10|2020-11-23 13:03:31
385|17|2020-11-23 13:03:31
386|89|2020-11-23 13:03:31
387|32|2020-11-23 13:03:31
388|1|2020-11-23 13:03:31
389|17|2020-11-23 13:03:31
390|73|2020-11-23 13:03:31
391|1|2020-11-23 13:03:31
392|128|2020-11-23 13:03:31
393|12|2020-11-23 13:03:31
394|43|2020-11-23 13:03:31
395|17|2020-11-23 13:03:31
396|1|2020-11-23 13:03:31
397|17|2020-11-23 13:03:31
398|12|2020-11-23 13:03:31
399|67|2020-11-23 13:03:31
400|28|2020-11-23 13:03:31
401|8|2020-11-23 13:03:31
402|17|2020-11-23 13:03:31
403|160|2020-11-23 13:03:31
404|160|2020-11-23 13:03:31
405|12|2020-11-23 13:03:31
406|406|2020-11-23 13:03:31
407|407|2020-11-23 13:03:31
408|102|2020-11-23 13:03:31
409|60|2020-11-23 13:03:31
410|10|2020-11-23 13:03:31
411|1|2020-11-23 13:03:31
412|412|2020-11-23 13:03:31
413|413|2020-11-23 13:03:31
414|56|2020-11-23 13:03:31
415|10|2020-11-23 13:03:31
416|416|2020-11-23 13:03:31
417|8|2020-11-23 13:03:31
418|32|2020-11-23 13:03:31
419|60|2020-11-23 13:03:31
420|420|2020-11-23 13:03:31
421|43|2020-11-23 13:03:31
422|12|2020-11-23 13:03:31
423|1|2020-11-23 13:03:31
424|73|2020-11-23 13:03:31
425|18|2020-11-23 13:03:31
426|1|2020-11-23 13:03:31
427|12|2020-11-23 13:03:31
428|8|2020-11-23 13:03:31
429|73|2020-11-23 13:03:31
430|28|2020-11-23 13:03:31
431|195|2020-11-23 13:03:31
432|10|2020-11-23 13:03:31
433|7|2020-11-23 13:03:31
434|1|2020-11-23 13:03:31
435|67|2020-11-23 13:03:31
436|17|2020-11-23 13:03:31
437|73|2020-11-23 13:03:31
438|32|2020-11-23 13:03:31
439|12|2020-11-23 13:03:31
440|32|2020-11-23 13:03:31
441|163|2020-11-23 13:03:31
442|160|2020-11-23 13:03:31
443|12|2020-11-23 13:03:31
444|1|2020-11-23 13:03:31
445|445|2020-11-23 13:03:31
446|446|2020-11-23 13:03:31
447|1|2020-11-23 13:03:31
448|14|2020-11-23 13:03:31
449|10|2020-11-23 13:03:31
450|332|2020-11-23 13:03:31
451|451|2020-11-23 13:03:31
452|60|2020-11-23 13:03:31
453|60|2020-11-23 13:03:31
454|16|2020-11-23 13:03:31
455|12|2020-11-23 13:03:31
456|28|2020-11-23 13:03:31
457|160|2020-11-23 13:03:31
458|10|2020-11-23 13:03:31
459|202|2020-11-23 13:03:31
460|73|2020-11-23 13:03:31
461|461|2020-11-23 13:03:31
462|60|2020-11-23 13:03:31
463|420|2020-11-23 13:03:31
464|101|2020-11-23 13:03:31
465|1|2020-11-23 13:03:31
466|17|2020-11-23 13:03:31
467|89|2020-11-23 13:03:31
468|468|2020-11-23 13:03:31
469|18|2020-11-23 13:03:31
470|470|2020-11-23 13:03:31
471|471|2020-11-23 13:03:31
472|154|2020-11-23 13:03:31
473|32|2020-11-23 13:03:31
474|474|2020-11-23 13:03:31
475|14|2020-11-23 13:03:31
476|8|2020-11-23 13:03:31
477|477|2020-11-23 13:03:31
478|28|2020-11-23 13:03:31
479|17|2020-11-23 13:03:31
480|16|2020-11-23 13:03:31
481|60|2020-11-23 13:03:31
482|1|2020-11-23 13:03:31
483|10|2020-11-23 13:03:31
484|160|2020-11-23 13:03:31
485|17|2020-11-23 13:03:31
486|73|2020-11-23 13:03:31
487|195|2020-11-23 13:03:31
488|14|2020-11-23 13:03:31
489|12|2020-11-23 13:03:31
490|67|2020-11-23 13:03:31
491|10|2020-11-23 13:03:31
492|492|2020-11-23 13:03:31
493|28|2020-11-23 13:03:31
494|32|2020-11-23 13:03:31
495|43|2020-11-23 13:03:31
496|1|2020-11-23 13:03:31
497|1|2020-11-23 13:03:31
498|32|2020-11-23 13:03:31
499|32|2020-11-23 13:03:31
500|28|2020-11-23 13:03:31
501|2|2020-11-23 13:03:31
502|56|2020-11-23 13:03:31
503|1|2020-11-23 13:03:31
504|504|2020-11-23 13:03:31
505|7|2020-11-23 13:03:31
506|1|2020-11-23 13:03:31
507|56|2020-11-23 13:03:31
508|14|2020-11-23 13:03:31
509|1|2020-11-23 13:03:31
510|1|2020-11-23 13:03:31
511|511|2020-11-23 13:03:31
512|8|2020-11-23 13:03:31
513|513|2020-11-23 13:03:31
514|60|2020-11-23 13:03:31
515|504|2020-11-23 13:03:31
516|8|2020-11-23 13:03:31
517|52|2020-11-23 13:03:31
518|518|2020-11-23 13:03:31
519|17|2020-11-23 13:03:31
520|60|2020-11-23 13:03:31
521|521|2020-11-23 13:03:31
522|333|2020-11-23 13:03:31
523|333|2020-11-23 13:03:31
524|524|2020-11-23 13:03:31
525|17|2020-11-23 13:03:31
526|16|2020-11-23 13:03:31
527|8|2020-11-23 13:03:31
528|10|2020-11-23 13:03:31
529|529|2020-11-23 13:03:31
530|530|2020-11-23 13:03:31
531|17|2020-11-23 13:03:31
532|12|2020-11-23 13:03:31
533|17|2020-11-23 13:03:31
534|258|2020-11-23 13:03:31
535|504|2020-11-23 13:03:31
536|60|2020-11-23 13:03:31
537|537|2020-11-23 13:03:31
538|12|2020-11-23 13:03:31
539|539|2020-11-23 13:03:31
540|12|2020-11-23 13:03:31
541|10|2020-11-23 13:03:31
542|12|2020-11-23 13:03:31
543|1|2020-11-23 13:03:31
544|1|2020-11-23 13:03:31
545|545|2020-11-23 13:03:31
546|504|2020-11-23 13:03:31
547|60|2020-11-23 13:03:31
548|60|2020-11-23 13:03:31
549|7|2020-11-23 13:03:31
550|18|2020-11-23 13:03:31
551|182|2020-11-23 13:03:31
552|552|2020-11-23 13:03:31
553|8|2020-11-23 13:03:31
554|17|2020-11-23 13:03:31
555|16|2020-11-23 13:03:31
556|556|2020-11-23 13:03:31
557|557|2020-11-23 13:03:31
558|558|2020-11-23 13:03:31
559|165|2020-11-23 13:03:31
560|504|2020-11-23 13:03:31
561|561|2020-11-23 13:03:31
562|562|2020-11-23 13:03:31
563|563|2020-11-23 13:03:31
564|1|2020-11-23 13:03:31
565|128|2020-11-23 13:03:31
566|7|2020-11-23 13:03:31
567|477|2020-11-23 13:03:31
568|8|2020-11-23 13:03:31
569|569|2020-11-23 13:03:31
570|60|2020-11-23 13:03:31
571|571|2020-11-23 13:03:31
572|7|2020-11-23 13:03:31
573|17|2020-11-23 13:03:31
574|574|2020-11-23 13:03:31
575|258|2020-11-23 13:03:31
576|8|2020-11-23 13:03:31
577|504|2020-11-23 13:03:31
578|518|2020-11-23 13:03:31
579|579|2020-11-23 13:03:31
580|18|2020-11-23 13:03:31
581|14|2020-11-23 13:03:31
582|92|2020-11-23 13:03:31
583|18|2020-11-23 13:03:31
584|56|2020-11-23 13:03:31
585|258|2020-11-23 13:03:31
586|160|2020-11-23 13:03:31
587|587|2020-11-23 13:03:31
588|257|2020-11-23 13:03:31
589|18|2020-11-23 13:03:31
590|1|2020-11-23 13:03:31
591|89|2020-11-23 13:03:31
592|587|2020-11-23 13:03:31
593|593|2020-11-23 13:03:31
594|594|2020-11-23 13:03:31
595|595|2020-11-23 13:03:31
596|89|2020-11-23 13:03:31
597|60|2020-11-23 13:03:31
598|598|2020-11-23 13:03:31
599|599|2020-11-23 13:03:31
600|92|2020-11-23 13:03:31
601|258|2020-11-23 13:03:31
602|602|2020-11-23 13:03:31
603|56|2020-11-23 13:03:31
604|8|2020-11-23 13:03:31
605|605|2020-11-23 13:03:31
606|60|2020-11-23 13:03:31
607|607|2020-11-23 13:03:31
608|504|2020-11-23 13:03:31
609|609|2020-11-23 13:03:31
610|17|2020-11-23 13:03:31
611|60|2020-11-23 13:03:31
612|60|2020-11-23 13:03:31
613|10|2020-11-23 13:03:31
614|614|2020-11-23 13:03:31
615|615|2020-11-23 13:03:31
616|1|2020-11-23 13:03:31
617|89|2020-11-23 13:03:31
618|618|2020-11-23 13:03:31
619|619|2020-11-23 13:03:31
620|620|2020-11-23 13:03:31
621|18|2020-11-23 13:03:31
622|622|2020-11-23 13:03:31
623|623|2020-11-23 13:03:31
624|60|2020-11-23 13:03:31
625|625|2020-11-23 13:03:31
626|504|2020-11-23 13:03:31
627|124|2020-11-23 13:03:31
628|60|2020-11-23 13:03:31
629|1|2020-11-23 13:03:31
630|14|2020-11-23 13:03:31
631|631|2020-11-23 13:03:31
632|632|2020-11-23 13:03:31
633|633|2020-11-23 13:03:31
634|634|2020-11-23 13:03:31
635|163|2020-11-23 13:03:31
636|563|2020-11-23 13:03:31
637|160|2020-11-23 13:03:31
638|160|2020-11-23 13:03:31
639|10|2020-11-23 13:03:31
640|504|2020-11-23 13:03:31
641|641|2020-11-23 13:03:31
642|642|2020-11-23 13:03:31
643|643|2020-11-23 13:03:31
644|644|2020-11-23 13:03:31
645|160|2020-11-23 13:03:31
646|504|2020-11-23 13:03:31
647|8|2020-11-23 13:03:31
648|1|2020-11-23 13:03:31
649|649|2020-11-23 13:03:31
650|1|2020-11-23 13:03:31
651|160|2020-11-23 13:03:31
652|10|2020-11-23 13:03:31
653|504|2020-11-23 13:03:31
654|32|2020-11-23 13:03:31
655|60|2020-11-23 13:03:31
656|656|2020-11-23 13:03:31
657|657|2020-11-23 13:03:31
658|12|2020-11-23 13:03:31
659|537|2020-11-23 13:03:31
660|89|2020-11-23 13:03:31
661|661|2020-11-23 13:03:31
662|599|2020-11-23 13:03:31
663|663|2020-11-23 13:03:31
664|664|2020-11-23 13:03:31
665|89|2020-11-23 13:03:31
666|160|2020-11-23 13:03:31
667|667|2020-11-23 13:03:31
668|60|2020-11-23 13:03:31
669|92|2020-11-23 13:03:31
670|8|2020-11-23 13:03:31
671|92|2020-11-23 13:03:31
672|8|2020-11-23 13:03:31
673|673|2020-11-23 13:03:31
674|258|2020-11-23 13:03:31
675|675|2020-11-23 13:03:31
676|182|2020-11-23 13:03:31
677|89|2020-11-23 13:03:31
678|60|2020-11-23 13:03:31
679|679|2020-11-23 13:03:31
680|680|2020-11-23 13:03:31
681|681|2020-11-23 13:03:31
682|682|2020-11-23 13:03:31
683|160|2020-11-23 13:03:31
684|1|2020-11-23 13:03:31
685|594|2020-11-23 13:03:31
686|686|2020-11-23 13:03:31
687|160|2020-11-23 13:03:31
688|182|2020-11-23 13:03:31
689|1|2020-11-23 13:03:31
690|160|2020-11-23 13:03:31
691|60|2020-11-23 13:03:31
692|89|2020-11-23 13:03:31
693|60|2020-11-23 13:03:31
694|7|2020-11-23 13:03:31
695|60|2020-11-23 13:03:31
696|291|2020-11-23 13:03:31
697|12|2020-11-23 13:03:31
698|698|2020-11-23 13:03:31
699|17|2020-11-23 13:03:31
700|32|2020-11-23 13:03:31
701|163|2020-11-23 13:03:31
702|14|2020-11-23 13:03:31
703|504|2020-11-23 13:03:31
704|10|2020-11-23 13:03:31
705|124|2020-11-23 13:03:31
706|128|2020-11-23 13:03:31
707|707|2020-11-23 13:03:31
708|10|2020-11-23 13:03:31
709|60|2020-11-23 13:03:31
710|18|2020-11-23 13:03:31
711|711|2020-11-23 13:03:31
712|17|2020-11-23 13:03:31
713|160|2020-11-23 13:03:31
714|10|2020-11-23 13:03:31
715|539|2020-11-23 13:03:31
716|182|2020-11-23 13:03:31
717|537|2020-11-23 13:03:31
718|60|2020-11-23 13:03:31
719|160|2020-11-23 13:03:31
720|720|2020-11-23 13:03:31
721|160|2020-11-23 13:03:31
722|722|2020-11-23 13:03:31
723|92|2020-11-23 13:03:31
724|724|2020-11-23 13:03:31
725|725|2020-11-23 13:03:31
726|198|2020-11-23 13:03:31
727|332|2020-11-23 13:03:31
728|446|2020-11-23 13:03:31
729|10|2020-11-23 13:03:31
730|730|2020-11-23 13:03:31
731|562|2020-11-23 13:03:31
732|258|2020-11-23 13:03:31
733|12|2020-11-23 13:03:31
734|8|2020-11-23 13:03:31
735|43|2020-11-23 13:03:31
736|163|2020-11-23 13:03:31
737|73|2020-11-23 13:03:31
738|16|2020-11-23 13:03:31
739|504|2020-11-23 13:03:31
740|740|2020-11-23 13:03:31
741|625|2020-11-23 13:03:31
742|742|2020-11-23 13:03:31
743|743|2020-11-23 13:03:31
744|744|2020-11-23 13:03:31
745|745|2020-11-23 13:03:31
746|16|2020-11-23 13:03:31
747|32|2020-11-23 13:03:31
748|17|2020-11-23 13:03:31
749|182|2020-11-23 13:03:31
750|163|2020-11-23 13:03:31
751|751|2020-11-23 13:03:31
752|619|2020-11-23 13:03:31
753|32|2020-11-23 13:03:31
754|754|2020-11-23 13:03:31
755|755|2020-11-23 13:03:31
756|73|2020-11-23 13:03:31
757|124|2020-11-23 13:03:31
758|758|2020-11-23 13:03:31
759|17|2020-11-23 13:03:31
760|562|2020-11-23 13:03:31
761|761|2020-11-23 13:03:31
762|258|2020-11-23 13:03:31
763|763|2020-11-23 13:03:31
764|160|2020-11-23 13:03:31
765|7|2020-11-23 13:03:31
766|32|2020-11-23 13:03:31
767|12|2020-11-23 13:03:31
768|73|2020-11-23 13:03:31
769|89|2020-11-23 13:03:31
770|10|2020-11-23 13:03:31
771|771|2020-11-23 13:03:31
772|16|2020-11-23 13:03:31
773|773|2020-11-23 13:03:31
774|14|2020-11-23 13:03:31
775|761|2020-11-23 13:03:31
776|776|2020-11-23 13:03:31
777|258|2020-11-23 13:03:31
778|778|2020-11-23 13:03:31
779|779|2020-11-23 13:03:31
780|633|2020-11-23 13:03:31
781|781|2020-11-23 13:03:31
782|97|2020-11-23 13:03:31
783|783|2020-11-23 13:03:31
784|784|2020-11-23 13:03:31
785|182|2020-11-23 13:03:31
786|786|2020-11-23 13:03:31
787|787|2020-11-23 13:03:31
788|788|2020-11-23 13:03:31
789|8|2020-11-23 13:03:31
790|790|2020-11-23 13:03:31
791|791|2020-11-23 13:03:31
792|275|2020-11-23 13:03:31
793|10|2020-11-23 13:03:31
794|14|2020-11-23 13:03:31
795|795|2020-11-23 13:03:31
796|17|2020-11-23 13:03:31
797|8|2020-11-23 13:03:31
798|124|2020-11-23 13:03:31
799|18|2020-11-23 13:03:31
800|800|2020-11-23 13:03:31
801|160|2020-11-23 13:03:31
802|165|2020-11-23 13:03:31
803|165|2020-11-23 13:03:31
804|1|2020-11-23 13:03:31
805|805|2020-11-23 13:03:31
806|791|2020-11-23 13:03:31
807|124|2020-11-23 13:03:31
808|163|2020-11-23 13:03:31
809|809|2020-11-23 13:03:31
810|504|2020-11-23 13:03:31
811|811|2020-11-23 13:03:31
812|7|2020-11-23 13:03:31
813|813|2020-11-23 13:03:31
814|625|2020-11-23 13:03:31
815|258|2020-11-23 13:03:31
816|17|2020-11-23 13:03:31
817|60|2020-11-23 13:03:31
818|818|2020-11-23 13:03:31
819|12|2020-11-23 13:03:31
820|163|2020-11-23 13:03:31
821|12|2020-11-23 13:03:31
